prname,date,numconf,numdeaths
Alberta,8/7/2020,11430,208
Saskatchewan,8/7/2020,1409,20
Manitoba,8/7/2020,476,8
Ontario,8/7/2020,39897,2803
Quebec,8/7/2020,60241,5687
Newfoundland and Labrador,8/7/2020,267,3
New Brunswick,8/7/2020,176,2
Nova Scotia,8/7/2020,1071,64
Prince Edward Island,8/7/2020,36,0
Yukon,8/7/2020,15,0
Northwest Territories,8/7/2020,5,0
Nunavut,8/7/2020,0,0
Repatriated travellers,8/7/2020,13,
Canada,8/7/2020,118970,8990
British Columbia,8/8/2020,3934,195
Alberta,8/8/2020,11430,208
Saskatchewan,8/8/2020,1433,20
Manitoba,8/8/2020,492,8
Ontario,8/8/2020,39967,2804
Quebec,8/8/2020,60367,5692
Newfoundland and Labrador,8/8/2020,267,3
New Brunswick,8/8/2020,176,2
Nova Scotia,8/8/2020,1071,64
Prince Edward Island,8/8/2020,36,0
Yukon,8/8/2020,15,0
Northwest Territories,8/8/2020,5,0
Nunavut,8/8/2020,0,0
Repatriated travellers,8/8/2020,13,
Canada,8/8/2020,119206,8996
British Columbia,8/9/2020,3934,195
Alberta,8/9/2020,11430,208
Saskatchewan,8/9/2020,1445,20
Manitoba,8/9/2020,527,8
Ontario,8/9/2020,40046,2806
Quebec,8/9/2020,60471,5695
Newfoundland and Labrador,8/9/2020,267,3
New Brunswick,8/9/2020,176,2
Nova Scotia,8/9/2020,1071,64
Prince Edward Island,8/9/2020,36,0
Yukon,8/9/2020,15,0
Northwest Territories,8/9/2020,5,0
Nunavut,8/9/2020,0,0
Repatriated travellers,8/9/2020,13,0
Canada,8/9/2020,119436,9001
British Columbia,8/10/2020,4065,195
Alberta,8/10/2020,11687,213
Saskatchewan,8/10/2020,1450,20
Manitoba,8/10/2020,543,8
Ontario,8/10/2020,40161,2806
Quebec,8/10/2020,60627,5696
Newfoundland and Labrador,8/10/2020,268,3
New Brunswick,8/10/2020,176,2
Nova Scotia,8/10/2020,1071,64
Prince Edward Island,8/10/2020,36,0
Yukon,8/10/2020,15,0
Northwest Territories,8/10/2020,5,0
Nunavut,8/10/2020,0,0
Repatriated travellers,8/10/2020,13,0
Canada,8/10/2020,120117,9007
British Columbia,8/11/2020,4111,195
Alberta,8/11/2020,11772,216
Saskatchewan,8/11/2020,1479,20
Manitoba,8/11/2020,547,8
Ontario,8/11/2020,40194,2806
Quebec,8/11/2020,60718,5697
Newfoundland and Labrador,8/11/2020,268,3
New Brunswick,8/11/2020,177,2
Nova Scotia,8/11/2020,1071,64
Prince Edward Island,8/11/2020,36,0
Yukon,8/11/2020,15,0
Northwest Territories,8/11/2020,5,0
Nunavut,8/11/2020,0,0
Repatriated travellers,8/11/2020,13,0
Canada,8/11/2020,120406,9011
British Columbia,8/12/2020,4196,196
Alberta,8/12/2020,11893,217
Saskatchewan,8/12/2020,1484,20
Manitoba,8/12/2020,563,8
Ontario,8/12/2020,40289,2807
Quebec,8/12/2020,60813,5709
Newfoundland and Labrador,8/12/2020,268,3
New Brunswick,8/12/2020,178,2
Nova Scotia,8/12/2020,1071,64
Prince Edward Island,8/12/2020,41,0
Yukon,8/12/2020,15,0
Northwest Territories,8/12/2020,5,0
Nunavut,8/12/2020,0,0
Repatriated travellers,8/12/2020,13,0
Canada,8/12/2020,120829,9026
British Columbia,8/13/2020,4274,196
Alberta,8/13/2020,11969,220
Saskatchewan,8/13/2020,1511,20
Manitoba,8/13/2020,603,8
Ontario,8/13/2020,40367,2807
Quebec,8/13/2020,60917,5715
Newfoundland and Labrador,8/13/2020,268,3
New Brunswick,8/13/2020,180,2
Nova Scotia,8/13/2020,1071,64
Prince Edward Island,8/13/2020,41,0
Yukon,8/13/2020,15,0
Northwest Territories,8/13/2020,5,0
Nunavut,8/13/2020,0,0
Repatriated travellers,8/13/2020,13,0
Canada,8/13/2020,121234,9035
British Columbia,8/14/2020,4358,196
Alberta,8/14/2020,12053,221
Saskatchewan,8/14/2020,1541,20
Manitoba,8/14/2020,643,8
Ontario,8/14/2020,40459,2808
Quebec,8/14/2020,61004,5718
Newfoundland and Labrador,8/14/2020,268,3
New Brunswick,8/14/2020,180,2
Nova Scotia,8/14/2020,1072,64
Prince Edward Island,8/14/2020,41,0
Yukon,8/14/2020,15,0
Northwest Territories,8/14/2020,5,0
Nunavut,8/14/2020,0,0
Repatriated travellers,8/14/2020,13,0
Canada,8/14/2020,121652,9040
British Columbia,8/15/2020,4358,196
Alberta,8/15/2020,12053,221
Saskatchewan,8/15/2020,1566,21
Manitoba,8/15/2020,663,9
Ontario,8/15/2020,40565,2814
Quebec,8/15/2020,61084,5719
Newfoundland and Labrador,8/15/2020,268,3
New Brunswick,8/15/2020,184,2
Nova Scotia,8/15/2020,1074,64
Prince Edward Island,8/15/2020,41,0
Yukon,8/15/2020,15,0
Northwest Territories,8/15/2020,5,0
Nunavut,8/15/2020,0,0
Repatriated travellers,8/15/2020,13,0
Canada,8/15/2020,121889,9049
British Columbia,8/16/2020,4358,196
Alberta,8/16/2020,12053,221
Saskatchewan,8/16/2020,1580,22
Manitoba,8/16/2020,697,9
Ontario,8/16/2020,40646,2814
Quebec,8/16/2020,61151,5720
Newfoundland and Labrador,8/16/2020,268,3
New Brunswick,8/16/2020,186,2
Nova Scotia,8/16/2020,1074,64
Prince Edward Island,8/16/2020,41,0
Yukon,8/16/2020,15,0
Northwest Territories,8/16/2020,5,0
Nunavut,8/16/2020,0,0
Repatriated travellers,8/16/2020,13,0
Canada,8/16/2020,122087,9051
British Columbia,8/17/2020,4594,198
Alberta,8/17/2020,12412,224
Saskatchewan,8/17/2020,1581,22
Manitoba,8/17/2020,731,9
Ontario,8/17/2020,40745,2814
Quebec,8/17/2020,61206,5721
Newfoundland and Labrador,8/17/2020,268,3
New Brunswick,8/17/2020,186,2
Nova Scotia,8/17/2020,1075,64
Prince Edward Island,8/17/2020,41,0
Yukon,8/17/2020,15,0
Northwest Territories,8/17/2020,5,0
Nunavut,8/17/2020,0,0
Repatriated travellers,8/17/2020,13,0
Canada,8/17/2020,122872,9057
British Columbia,8/18/2020,4677,198
Alberta,8/18/2020,12419,225
Saskatchewan,8/18/2020,1582,22
Manitoba,8/18/2020,748,11
Ontario,8/18/2020,40870,2817
Quebec,8/18/2020,61252,5727
Newfoundland and Labrador,8/18/2020,268,3
New Brunswick,8/18/2020,186,2
Nova Scotia,8/18/2020,1075,64
Prince Edward Island,8/18/2020,44,0
Yukon,8/18/2020,15,0
Northwest Territories,8/18/2020,5,0
Nunavut,8/18/2020,0,0
Repatriated travellers,8/18/2020,13,0
Canada,8/18/2020,123154,9069
British Columbia,8/19/2020,4745,198
Alberta,8/19/2020,12501,227
Saskatchewan,8/19/2020,1586,22
Manitoba,8/19/2020,763,12
Ontario,8/19/2020,40972,2817
Quebec,8/19/2020,61316,5729
Newfoundland and Labrador,8/19/2020,268,3
New Brunswick,8/19/2020,186,2
Nova Scotia,8/19/2020,1076,64
Prince Edward Island,8/19/2020,44,0
Yukon,8/19/2020,15,0
Northwest Territories,8/19/2020,5,0
Nunavut,8/19/2020,0,0
Repatriated travellers,8/19/2020,13,0
Canada,8/19/2020,123490,9074
British Columbia,8/20/2020,4825,200
Alberta,8/20/2020,12604,228
Saskatchewan,8/20/2020,1590,22
Manitoba,8/20/2020,796,12
Ontario,8/20/2020,41048,2818
Quebec,8/20/2020,61402,5730
Newfoundland and Labrador,8/20/2020,268,3
New Brunswick,8/20/2020,186,2
Nova Scotia,8/20/2020,1077,64
Prince Edward Island,8/20/2020,44,0
Yukon,8/20/2020,15,0
Northwest Territories,8/20/2020,5,0
Nunavut,8/20/2020,0,0
Repatriated travellers,8/20/2020,13,0
Canada,8/20/2020,123873,9079
British Columbia,8/21/2020,4915,202
Alberta,8/21/2020,12748,230
Saskatchewan,8/21/2020,1595,22
Manitoba,8/21/2020,830,12
Ontario,8/21/2020,41179,2821
Quebec,8/21/2020,61495,5733
Newfoundland and Labrador,8/21/2020,268,3
New Brunswick,8/21/2020,188,2
Nova Scotia,8/21/2020,1077,64
Prince Edward Island,8/21/2020,44,0
Yukon,8/21/2020,15,0
Northwest Territories,8/21/2020,5,0
Nunavut,8/21/2020,0,0
Repatriated travellers,8/21/2020,13,0
Canada,8/21/2020,124372,9089
British Columbia,8/22/2020,4915,202
Alberta,8/22/2020,12748,230
Saskatchewan,8/22/2020,1597,22
Manitoba,8/22/2020,872,12
Ontario,8/22/2020,41287,2822
Quebec,8/22/2020,61599,5739
Newfoundland and Labrador,8/22/2020,268,3
New Brunswick,8/22/2020,188,2
Nova Scotia,8/22/2020,1078,64
Prince Edward Island,8/22/2020,44,0
Yukon,8/22/2020,15,0
Northwest Territories,8/22/2020,5,0
Nunavut,8/22/2020,0,0
Repatriated travellers,8/22/2020,13,0
Canada,8/22/2020,124629,9096
British Columbia,8/23/2020,4915,202
Alberta,8/23/2020,12748,230
Saskatchewan,8/23/2020,1600,22
Manitoba,8/23/2020,944,12
Ontario,8/23/2020,41402,2822
Quebec,8/23/2020,61673,5740
Newfoundland and Labrador,8/23/2020,268,3
New Brunswick,8/23/2020,189,2
Nova Scotia,8/23/2020,1080,65
Prince Edward Island,8/23/2020,44,0
Yukon,8/23/2020,15,0
Northwest Territories,8/23/2020,5,0
Nunavut,8/23/2020,0,0
Repatriated travellers,8/23/2020,13,0
Canada,8/23/2020,124896,9098
British Columbia,8/24/2020,5184,203
Alberta,8/24/2020,13006,234
Saskatchewan,8/24/2020,1602,22
Manitoba,8/24/2020,993,12
Ontario,8/24/2020,41507,2823
Quebec,8/24/2020,61741,5744
Newfoundland and Labrador,8/24/2020,268,3
New Brunswick,8/24/2020,189,2
Nova Scotia,8/24/2020,1080,65
Prince Edward Island,8/24/2020,44,0
Yukon,8/24/2020,15,0
Northwest Territories,8/24/2020,5,0
Nunavut,8/24/2020,0,0
Repatriated travellers,8/24/2020,13,0
Canada,8/24/2020,125647,9108
British Columbia,8/25/2020,5242,203
Alberta,8/25/2020,13083,235
Saskatchewan,8/25/2020,1601,23
Manitoba,8/25/2020,1018,13
Ontario,8/25/2020,41607,2825
Quebec,8/25/2020,61803,5746
Newfoundland and Labrador,8/25/2020,268,3
New Brunswick,8/25/2020,190,2
Nova Scotia,8/25/2020,1080,65
Prince Edward Island,8/25/2020,44,0
Yukon,8/25/2020,15,0
Northwest Territories,8/25/2020,5,0
Nunavut,8/25/2020,0,0
Repatriated travellers,8/25/2020,13,0
Canada,8/25/2020,125969,9115
British Columbia,8/26/2020,5304,203
Alberta,8/26/2020,13210,235
Saskatchewan,8/26/2020,1604,24
Manitoba,8/26/2020,1043,13
Ontario,8/26/2020,41695,2827
Quebec,8/26/2020,61945,5747
Newfoundland and Labrador,8/26/2020,268,3
New Brunswick,8/26/2020,190,2
Nova Scotia,8/26/2020,1081,65
Prince Edward Island,8/26/2020,44,0
Yukon,8/26/2020,15,0
Northwest Territories,8/26/2020,5,0
Nunavut,8/26/2020,0,0
Repatriated travellers,8/26/2020,13,0
Canada,8/26/2020,126417,9119
British Columbia,8/27/2020,5372,204
Alberta,8/27/2020,13318,237
Saskatchewan,8/27/2020,1609,24
Manitoba,8/27/2020,1064,14
Ontario,8/27/2020,41813,2828
Quebec,8/27/2020,62026,5750
Newfoundland and Labrador,8/27/2020,268,3
New Brunswick,8/27/2020,190,2
Nova Scotia,8/27/2020,1081,65
Prince Edward Island,8/27/2020,44,0
Yukon,8/27/2020,15,0
Northwest Territories,8/27/2020,5,0
Nunavut,8/27/2020,0,0
Repatriated travellers,8/27/2020,13,0
Canada,8/27/2020,126848,9127
British Columbia,8/28/2020,5496,204
Alberta,8/28/2020,13476,237
Saskatchewan,8/28/2020,1611,24
Manitoba,8/28/2020,1096,14
Ontario,8/28/2020,41935,2834
Quebec,8/28/2020,62076,5755
Newfoundland and Labrador,8/28/2020,269,3
New Brunswick,8/28/2020,191,2
Nova Scotia,8/28/2020,1083,65
Prince Edward Island,8/28/2020,44,0
Yukon,8/28/2020,15,0
Northwest Territories,8/28/2020,5,0
Nunavut,8/28/2020,0,0
Repatriated travellers,8/28/2020,13,0
Canada,8/28/2020,127310,9138
British Columbia,8/29/2020,5496,204
Alberta,8/29/2020,13476,237
Saskatchewan,8/29/2020,1615,24
Manitoba,8/29/2020,1151,14
Ontario,8/29/2020,42083,2834
Quebec,8/29/2020,62232,5755
Newfoundland and Labrador,8/29/2020,269,3
New Brunswick,8/29/2020,191,2
Nova Scotia,8/29/2020,1083,65
Prince Edward Island,8/29/2020,44,0
Yukon,8/29/2020,15,0
Northwest Territories,8/29/2020,5,0
Nunavut,8/29/2020,0,0
Repatriated travellers,8/29/2020,13,0
Canada,8/29/2020,127673,9138
British Columbia,8/30/2020,5496,204
Alberta,8/30/2020,13476,237
Saskatchewan,8/30/2020,1615,24
Manitoba,8/30/2020,1186,14
Ontario,8/30/2020,42195,2835
Quebec,8/30/2020,62352,5758
Newfoundland and Labrador,8/30/2020,269,3
New Brunswick,8/30/2020,191,2
Nova Scotia,8/30/2020,1083,65
Prince Edward Island,8/30/2020,44,0
Yukon,8/30/2020,15,0
Northwest Territories,8/30/2020,5,0
Nunavut,8/30/2020,0,0
Repatriated travellers,8/30/2020,13,0
Canada,8/30/2020,127940,9142
British Columbia,8/31/2020,5790,208
Alberta,8/31/2020,13902,239
Saskatchewan,8/31/2020,1619,24
Manitoba,8/31/2020,1214,14
Ontario,8/31/2020,42309,2836
Quebec,8/31/2020,62492,5760
Newfoundland and Labrador,8/31/2020,269,3
New Brunswick,8/31/2020,191,2
Nova Scotia,8/31/2020,1085,65
Prince Edward Island,8/31/2020,44,0
Yukon,8/31/2020,15,0
Northwest Territories,8/31/2020,5,0
Nunavut,8/31/2020,0,0
Repatriated travellers,8/31/2020,13,0
Canada,8/31/2020,128948,9151
British Columbia,9/1/2020,5848,209
Alberta,9/1/2020,14066,241
Saskatchewan,9/1/2020,1622,24
Manitoba,9/1/2020,1232,14
Ontario,9/1/2020,42421,2837
Quebec,9/1/2020,62614,5762
Newfoundland and Labrador,9/1/2020,269,3
New Brunswick,9/1/2020,191,2
Nova Scotia,9/1/2020,1085,65
Prince Edward Island,9/1/2020,44,0
Yukon,9/1/2020,15,0
Northwest Territories,9/1/2020,5,0
Nunavut,9/1/2020,0,0
Repatriated travellers,9/1/2020,13,0
Canada,9/1/2020,129425,9157
British Columbia,9/2/2020,5952,209
Alberta,9/2/2020,14180,242
Saskatchewan,9/2/2020,1624,24
Manitoba,9/2/2020,1244,14
Ontario,9/2/2020,42554,2837
Quebec,9/2/2020,62746,5764
Newfoundland and Labrador,9/2/2020,269,3
New Brunswick,9/2/2020,192,2
Nova Scotia,9/2/2020,1085,65
Prince Edward Island,9/2/2020,44,0
Yukon,9/2/2020,15,0
Northwest Territories,9/2/2020,5,0
Nunavut,9/2/2020,0,0
Repatriated travellers,9/2/2020,13,0
Canada,9/2/2020,129923,9160
British Columbia,9/3/2020,6041,210
Alberta,9/3/2020,14310,242
Saskatchewan,9/3/2020,1634,24
Manitoba,9/3/2020,1264,16
Ontario,9/3/2020,42686,2837
Quebec,9/3/2020,62933,5767
Newfoundland and Labrador,9/3/2020,269,3
New Brunswick,9/3/2020,192,2
Nova Scotia,9/3/2020,1085,65
Prince Edward Island,9/3/2020,46,0
Yukon,9/3/2020,15,0
Northwest Territories,9/3/2020,5,0
Nunavut,9/3/2020,0,0
Repatriated travellers,9/3/2020,13,0
Canada,9/3/2020,130493,9166
British Columbia,9/4/2020,6162,211
Alberta,9/4/2020,14474,242
Saskatchewan,9/4/2020,1638,24
Manitoba,9/4/2020,1273,16
Ontario,9/4/2020,42834,2836
Quebec,9/4/2020,63117,5767
Newfoundland and Labrador,9/4/2020,269,3
New Brunswick,9/4/2020,192,2
Nova Scotia,9/4/2020,1085,65
Prince Edward Island,9/4/2020,47,0
Yukon,9/4/2020,15,0
Northwest Territories,9/4/2020,5,0
Nunavut,9/4/2020,0,0
Repatriated travellers,9/4/2020,13,0
Canada,9/4/2020,131124,9166
British Columbia,9/5/2020,6162,211
Alberta,9/5/2020,14474,242
Saskatchewan,9/5/2020,1643,24
Manitoba,9/5/2020,1294,16
Ontario,9/5/2020,43003,2836
Quebec,9/5/2020,63292,5769
Newfoundland and Labrador,9/5/2020,270,3
New Brunswick,9/5/2020,192,2
Nova Scotia,9/5/2020,1085,65
Prince Edward Island,9/5/2020,47,0
Yukon,9/5/2020,15,0
Northwest Territories,9/5/2020,5,0
Nunavut,9/5/2020,0,0
Repatriated travellers,9/5/2020,13,0
Canada,9/5/2020,131495,9168
British Columbia,9/6/2020,6162,211
Alberta,9/6/2020,14474,242
Saskatchewan,9/6/2020,1651,24
Manitoba,9/6/2020,1323,16
Ontario,9/6/2020,43161,2838
Quebec,9/6/2020,63497,5769
Newfoundland and Labrador,9/6/2020,270,3
New Brunswick,9/6/2020,192,2
Nova Scotia,9/6/2020,1085,65
Prince Edward Island,9/6/2020,47,0
Yukon,9/6/2020,15,0
Northwest Territories,9/6/2020,5,0
Nunavut,9/6/2020,0,0
Repatriated travellers,9/6/2020,13,0
Canada,9/6/2020,131895,9170
British Columbia,9/7/2020,6162,211
Alberta,9/7/2020,14474,242
Saskatchewan,9/7/2020,1662,24
Manitoba,9/7/2020,1338,16
Ontario,9/7/2020,43161,2838
Quebec,9/7/2020,63713,5770
Newfoundland and Labrador,9/7/2020,270,3
New Brunswick,9/7/2020,192,2
Nova Scotia,9/7/2020,1086,65
Prince Edward Island,9/7/2020,51,0
Yukon,9/7/2020,15,0
Northwest Territories,9/7/2020,5,0
Nunavut,9/7/2020,0,0
Repatriated travellers,9/7/2020,13,0
Canada,9/7/2020,132142,9171
British Columbia,9/8/2020,6591,213
Alberta,9/8/2020,15093,247
Saskatchewan,9/8/2020,1669,24
Manitoba,9/8/2020,1349,16
Ontario,9/8/2020,43536,2838
Quebec,9/8/2020,63876,5770
Newfoundland and Labrador,9/8/2020,270,3
New Brunswick,9/8/2020,192,2
Nova Scotia,9/8/2020,1086,65
Prince Edward Island,9/8/2020,53,0
Yukon,9/8/2020,15,0
Northwest Territories,9/8/2020,5,0
Nunavut,9/8/2020,0,0
Repatriated travellers,9/8/2020,13,0
Canada,9/8/2020,133748,9178
British Columbia,9/9/2020,6691,213
Alberta,9/9/2020,15191,248
Saskatchewan,9/9/2020,1670,24
Manitoba,9/9/2020,1365,16
Ontario,9/9/2020,43685,2838
Quebec,9/9/2020,64056,5771
Newfoundland and Labrador,9/9/2020,270,3
New Brunswick,9/9/2020,192,2
Nova Scotia,9/9/2020,1086,65
Prince Edward Island,9/9/2020,55,0
Yukon,9/9/2020,15,0
Northwest Territories,9/9/2020,5,0
Nunavut,9/9/2020,0,0
Repatriated travellers,9/9/2020,13,0
Canada,9/9/2020,134294,9180
British Columbia,9/10/2020,6830,213
Alberta,9/10/2020,15304,253
Saskatchewan,9/10/2020,1676,24
Manitoba,9/10/2020,1378,16
Ontario,9/10/2020,43855,2839
Quebec,9/10/2020,64244,5773
Newfoundland and Labrador,9/10/2020,270,3
New Brunswick,9/10/2020,193,2
Nova Scotia,9/10/2020,1086,65
Prince Edward Island,9/10/2020,55,0
Yukon,9/10/2020,15,0
Northwest Territories,9/10/2020,5,0
Nunavut,9/10/2020,0,0
Repatriated travellers,9/10/2020,13,0
Canada,9/10/2020,134924,9188
British Columbia,9/11/2020,6962,213
Alberta,9/11/2020,15415,253
Saskatchewan,9/11/2020,1688,24
Manitoba,9/11/2020,1393,16
Ontario,9/11/2020,44068,2838
Quebec,9/11/2020,64463,5774
Newfoundland and Labrador,9/11/2020,270,3
New Brunswick,9/11/2020,193,2
Nova Scotia,9/11/2020,1086,65
Prince Edward Island,9/11/2020,55,0
Yukon,9/11/2020,15,0
Northwest Territories,9/11/2020,5,0
Nunavut,9/11/2020,0,0
Repatriated travellers,9/11/2020,13,0
Canada,9/11/2020,135626,9188
British Columbia,9/12/2020,6962,213
Alberta,9/12/2020,15415,253
Saskatchewan,9/12/2020,1709,24
Manitoba,9/12/2020,1410,16
Ontario,9/12/2020,44300,2839
Quebec,9/12/2020,64707,5780
Newfoundland and Labrador,9/12/2020,271,3
New Brunswick,9/12/2020,193,2
Nova Scotia,9/12/2020,1086,65
Prince Edward Island,9/12/2020,55,0
Yukon,9/12/2020,15,0
Northwest Territories,9/12/2020,5,0
Nunavut,9/12/2020,0,0
Repatriated travellers,9/12/2020,13,0
Canada,9/12/2020,136141,9195
British Columbia,9/13/2020,6962,213
Alberta,9/13/2020,15415,253
Saskatchewan,9/13/2020,1726,24
Manitoba,9/13/2020,1428,16
Ontario,9/13/2020,44504,2840
Quebec,9/13/2020,64986,5780
Newfoundland and Labrador,9/13/2020,271,3
New Brunswick,9/13/2020,193,2
Nova Scotia,9/13/2020,1086,65
Prince Edward Island,9/13/2020,55,0
Yukon,9/13/2020,15,0
Northwest Territories,9/13/2020,5,0
Nunavut,9/13/2020,0,0
Repatriated travellers,9/13/2020,13,0
Canada,9/13/2020,136659,9196
British Columbia,9/14/2020,7279,219
Alberta,9/14/2020,15833,254
Saskatchewan,9/14/2020,1731,24
Manitoba,9/14/2020,1449,16
Ontario,9/14/2020,44817,2841
Quebec,9/14/2020,65262,5780
Newfoundland and Labrador,9/14/2020,271,3
New Brunswick,9/14/2020,194,2
Nova Scotia,9/14/2020,1086,65
Prince Edward Island,9/14/2020,55,0
Yukon,9/14/2020,15,0
Northwest Territories,9/14/2020,5,0
Nunavut,9/14/2020,0,0
Repatriated travellers,9/14/2020,13,0
Canada,9/14/2020,138010,9204
British Columbia,9/15/2020,7376,219
Alberta,9/15/2020,15957,254
Saskatchewan,9/15/2020,1741,24
Manitoba,9/15/2020,1466,16
Ontario,9/15/2020,45068,2850
Quebec,9/15/2020,65554,5785
Newfoundland and Labrador,9/15/2020,271,3
New Brunswick,9/15/2020,194,2
Nova Scotia,9/15/2020,1086,65
Prince Edward Island,9/15/2020,57,0
Yukon,9/15/2020,15,0
Northwest Territories,9/15/2020,5,0
Nunavut,9/15/2020,0,0
Repatriated travellers,9/15/2020,13,0
Canada,9/15/2020,138803,9218
British Columbia,9/16/2020,7498,219
Alberta,9/16/2020,16128,254
Saskatchewan,9/16/2020,1751,24
Manitoba,9/16/2020,1489,16
Ontario,9/16/2020,45383,2852
Quebec,9/16/2020,65857,5788
Newfoundland and Labrador,9/16/2020,271,3
New Brunswick,9/16/2020,194,2
Nova Scotia,9/16/2020,1086,65
Prince Edward Island,9/16/2020,57,0
Yukon,9/16/2020,15,0
Northwest Territories,9/16/2020,5,0
Nunavut,9/16/2020,0,0
Repatriated travellers,9/16/2020,13,0
Canada,9/16/2020,139747,9223
British Columbia,9/17/2020,7663,220
Alberta,9/17/2020,16274,254
Saskatchewan,9/17/2020,1757,24
Manitoba,9/17/2020,1500,16
Ontario,9/17/2020,45676,2855
Quebec,9/17/2020,66356,5791
Newfoundland and Labrador,9/17/2020,271,3
New Brunswick,9/17/2020,194,2
Nova Scotia,9/17/2020,1086,65
Prince Edward Island,9/17/2020,57,0
Yukon,9/17/2020,15,0
Northwest Territories,9/17/2020,5,0
Nunavut,9/17/2020,0,0
Repatriated travellers,9/17/2020,13,0
Canada,9/17/2020,140867,9230
British Columbia,9/18/2020,7842,223
Alberta,9/18/2020,16381,255
Saskatchewan,9/18/2020,1776,24
Manitoba,9/18/2020,1540,16
Ontario,9/18/2020,46077,2855
Quebec,9/18/2020,66653,5792
Newfoundland and Labrador,9/18/2020,272,3
New Brunswick,9/18/2020,194,2
Nova Scotia,9/18/2020,1086,65
Prince Edward Island,9/18/2020,57,0
Yukon,9/18/2020,15,0
Northwest Territories,9/18/2020,5,0
Nunavut,9/18/2020,0,0
Repatriated travellers,9/18/2020,13,0
Canada,9/18/2020,141911,9235
British Columbia,9/19/2020,7842,223
Alberta,9/19/2020,16381,255
Saskatchewan,9/19/2020,1787,24
Manitoba,9/19/2020,1558,16
Ontario,9/19/2020,46484,2856
Quebec,9/19/2020,67080,5797
Newfoundland and Labrador,9/19/2020,272,3
New Brunswick,9/19/2020,194,2
Nova Scotia,9/19/2020,1086,65
Prince Edward Island,9/19/2020,57,0
Yukon,9/19/2020,15,0
Northwest Territories,9/19/2020,5,0
Nunavut,9/19/2020,0,0
Repatriated travellers,9/19/2020,13,0
Canada,9/19/2020,142774,9241
British Columbia,9/20/2020,7842,223
Alberta,9/20/2020,16381,255
Saskatchewan,9/20/2020,1807,24
Manitoba,9/20/2020,1586,16
Ontario,9/20/2020,46849,2857
Quebec,9/20/2020,67542,5802
Newfoundland and Labrador,9/20/2020,272,3
New Brunswick,9/20/2020,194,2
Nova Scotia,9/20/2020,1086,65
Prince Edward Island,9/20/2020,57,0
Yukon,9/20/2020,15,0
Northwest Territories,9/20/2020,5,0
Nunavut,9/20/2020,0,0
Repatriated travellers,9/20/2020,13,0
Canada,9/20/2020,143649,9247
British Columbia,9/21/2020,8208,227
Alberta,9/21/2020,16739,256
Saskatchewan,9/21/2020,1814,24
Manitoba,9/21/2020,1608,18
Ontario,9/21/2020,47274,2859
Quebec,9/21/2020,68128,5804
Newfoundland and Labrador,9/21/2020,272,3
New Brunswick,9/21/2020,196,2
Nova Scotia,9/21/2020,1086,65
Prince Edward Island,9/21/2020,57,0
Yukon,9/21/2020,15,0
Northwest Territories,9/21/2020,5,0
Nunavut,9/21/2020,0,0
Repatriated travellers,9/21/2020,13,0
Canada,9/21/2020,145415,9258
British Columbia,9/22/2020,8304,227
Alberta,9/22/2020,16889,258
Saskatchewan,9/22/2020,1824,24
Manitoba,9/22/2020,1632,18
Ontario,9/22/2020,47752,2862
Quebec,9/22/2020,68617,5805
Newfoundland and Labrador,9/22/2020,272,3
New Brunswick,9/22/2020,196,2
Nova Scotia,9/22/2020,1087,65
Prince Edward Island,9/22/2020,57,0
Yukon,9/22/2020,15,0
Northwest Territories,9/22/2020,5,0
Nunavut,9/22/2020,0,0
Repatriated travellers,9/22/2020,13,0
Canada,9/22/2020,146663,9264
British Columbia,9/23/2020,8395,227
Alberta,9/23/2020,17032,260
Saskatchewan,9/23/2020,1830,24
Manitoba,9/23/2020,1674,18
Ontario,9/23/2020,48087,2865
Quebec,9/23/2020,69088,5809
Newfoundland and Labrador,9/23/2020,272,3
New Brunswick,9/23/2020,197,2
Nova Scotia,9/23/2020,1087,65
Prince Edward Island,9/23/2020,58,0
Yukon,9/23/2020,15,0
Northwest Territories,9/23/2020,5,0
Nunavut,9/23/2020,0,0
Repatriated travellers,9/23/2020,13,0
Canada,9/23/2020,147753,9273
British Columbia,9/24/2020,8543,229
Alberta,9/24/2020,17190,261
Saskatchewan,9/24/2020,1835,24
Manitoba,9/24/2020,1711,19
Ontario,9/24/2020,48496,2866
Quebec,9/24/2020,69670,5810
Newfoundland and Labrador,9/24/2020,272,3
New Brunswick,9/24/2020,199,2
Nova Scotia,9/24/2020,1087,65
Prince Edward Island,9/24/2020,58,0
Yukon,9/24/2020,15,0
Northwest Territories,9/24/2020,5,0
Nunavut,9/24/2020,0,0
Repatriated travellers,9/24/2020,13,0
Canada,9/24/2020,149094,9279
British Columbia,9/25/2020,8641,230
Alberta,9/25/2020,17343,261
Saskatchewan,9/25/2020,1846,24
Manitoba,9/25/2020,1764,19
Ontario,9/25/2020,48905,2867
Quebec,9/25/2020,70307,5814
Newfoundland and Labrador,9/25/2020,272,3
New Brunswick,9/25/2020,200,2
Nova Scotia,9/25/2020,1087,65
Prince Edward Island,9/25/2020,58,0
Yukon,9/25/2020,15,0
Northwest Territories,9/25/2020,5,0
Nunavut,9/25/2020,0,0
Repatriated travellers,9/25/2020,13,0
Canada,9/25/2020,150456,9285
British Columbia,9/26/2020,8641,230
Alberta,9/26/2020,17343,261
Saskatchewan,9/26/2020,1863,24
Manitoba,9/26/2020,1829,19
